Cluster_ID;Codice;Nome;Componente;Descrizione;N_Events;Mean_Duration;N_Tuples;Occurrences
831;21476;OP_DCMAINCNT_PREC_DC;CONV_TRAZ_M1;Apertura forz. contatt. Convert. Princip. DC;26;10.13;3;2
831;23219;_MCQ1SwitchSts_;TCU_M3;Guasto interruttore di isolamento 25 kV (stato);26;10.13;3;2
831;ILCK_IRIP_T7_60;ILCK_IRIP_T7_60;T7_MCB;"Cod 60. Apertura per linea treno HW Opening TL"" a 1 senza alcuna TCU che alimenta la linea""";26;10.13;3;2
831;ILCK_IR_T7_01;ILCK_IR_T7_01;T2_1Q2_IR;Cod 01. Mancanza tensione di linea su treno locale;26;10.13;3;2
831;ILCK_IR_T7_42;ILCK_IR_T7_42;T2_1Q2_IR;Cod 42. Pantografo DC non alto;26;10.13;3;2
831;26219;_MCQ1SwitchSts_;TCU_M6;Guasto interruttore di isolamento 25 kV (stato);26;10.13;3;1
831;150011;_PantoLowSts_;VEHICLE;Nessun pantografo alto;26;10.13;3;1
831;ILCK_IRIP_T2_60;ILCK_IRIP_T2_60;T2_MCB;"Cod 60. Apertura per linea treno HW Opening TL"" a 1 senza alcuna TCU che alimenta la linea""";26;10.13;3;1
889;132023;_Edg3tms_;TOIL_T2;Intervento bordo sensibile toilette T2;2;0.80;3;3
889;132038;_HKPressSwitchFlt_;TOIL_T2;Guasto pressostato porta toilette T2;2;0.80;3;3
892;150006;_Running_;VEHICLE;Stato RUNNING attivo;3;4.15;3;3
892;158015;_ACPantoSts_;VEHICLE;Pantografo AC alto in T7;3;4.15;3;3
892;ILCK_IP_T7_50;ILCK_IP_T7_50;T7_1Q4_IP;Cod 50. Assenza tensione 25KV;3;4.15;3;3
908;18201;CCU_FltWtbR2;VEHICLE;Mancata ricezione R2 in CCU M8;12;1.20;3;3
908;18202;CCU_FltWtbComm;VEHICLE;Mancata comunicazione WTB in CCU M8;12;1.20;3;3
908;150007;_Standby_;VEHICLE;Stato STANDBY attivo;12;1.20;3;3
908;ILCK_IRIP_36;ILCK_IRIP_T2_36;MCB;Cod 36. Banco non abilitato;12;1.20;3;3
908;ILCK_IRIP_T2_68;ILCK_IRIP_T2_68;T2_MCB;Cod 68. Mancata comunic. WTB con semitreno remoto;12;1.20;3;3
908;ILCK_IRIP_T7_68;ILCK_IRIP_T7_68;T7_MCB;Cod 68. Mancata comunic. WTB con semitreno remoto;12;1.20;3;3
908;ILCK_PROP_15;ILCK_PROP_15;MDS;Cod. 15 Nessun banco abilitato;12;1.20;3;3
908;ILCK_Panto_04;ILCK_Panto_04;AT;Cod 04. Banco non abilitato;12;1.20;3;3
908;ILCK_Panto_T2_45;ILCK_Panto_T2_45;T2_PANTO;Cod 45. Mancata comunic. WTB con semitreno remoto;12;1.20;3;3
908;ILCK_Panto_T7_45;ILCK_Panto_T7_45;T7_PANTO;Cod 45. Mancata comunic. WTB con semitreno remoto;12;1.20;3;3
908;ILCK_IR_T7_42;ILCK_IR_T7_42;T2_1Q2_IR;Cod 42. Pantografo DC non alto;12;1.20;3;2
908;41352;6S01_Emg;FRENO;Frenatura di emergenza attivata da leva di trazione in M1;12;1.20;3;1
911;150011;_PantoLowSts_;VEHICLE;Nessun pantografo alto;6;2.07;3;3
911;150013;_CmdPantoDw_;VEHICLE;Comando abbassamento panto da banco;6;2.07;3;3
911;ILCK_Panto_T2_08;ILCK_Panto_T2_08;T2_PANTO;Cod 08. Comando abbassamento da selettore Panto;6;2.07;3;3
911;ILCK_Panto_T2_16;ILCK_Panto_T2_16;T2_PANTO;Cod 16. Filo treno di abbassamento Panto Attivo;6;2.07;3;3
911;ILCK_Panto_T7_07;ILCK_Panto_T7_07;T7_PANTO;Cod 07. Comando abbassamento panto richiesto da remoto;6;2.07;3;3
911;ILCK_Panto_T7_16;ILCK_Panto_T7_16;T7_PANTO;Cod 16. Filo treno di abbassamento Panto Attivo;6;2.07;3;3
11;18050;_HVACcabNotOK_;HVAC_CAB_M8;Perdita di comunicazione con HVAC cabina M1;2;0.90;2;2
11;92168;_UndrCtrlLLvlFlt_;EDCU_T2_1;Guasto rilascio porta sorvegliata 1 T2;2;0.90;2;2
18;ILCK_PROP_03;ILCK_PROP_03;VEHICLE;Cod. 03 Comando di frenatura da manipolatore attivo;3;5.90;2;2
18;ILCK_PROP_04;ILCK_PROP_04;VEHICLE;Cod. 04 Condotta Generale scarica;3;5.90;2;2
18;ILCK_PROP_13M1;ILCK_PROP_13_M1;MDS;Cod. 13 Leva MC 6S01 non in trazione;3;5.90;2;2
78;48357;BRKSTS_TL_Inc1;FRENO;Incongruenza BRAKE_STATUS_TL e manettino di frenatura M8;7;4.50;2;2
78;ILCK_PROP_01;ILCK_PROP_01;VEHICLE;Cod. 01 Max fren. di servizio richiesta da segnalamento;7;4.50;2;2
78;ILCK_PROP_03;ILCK_PROP_03;VEHICLE;Cod. 03 Comando di frenatura da manipolatore attivo;7;4.50;2;2
78;ILCK_PROP_04;ILCK_PROP_04;VEHICLE;Cod. 04 Condotta Generale scarica;7;4.50;2;2
78;ILCK_PROP_05;ILCK_PROP_05;VEHICLE;Cod. 05 Taglio trazione da SSB attivo;7;4.50;2;2
78;ILCK_PROP_13M8;ILCK_PROP_13_M8;MDS;Cod. 13 Leva MC 6S01 non in trazione;7;4.50;2;2
78;ILCK_PROP_22M8;ILCK_PROP_22M8;MDS;Cod. 22 Manettino fuori coasting dopo taglio trazione;7;4.50;2;2
83;11050;_HVACcabNotOK_;HVAC_CAB_M1;Perdita di comunicazione con HVAC cabina M1;2;0.80;2;2
83;ILCK_PROP_13M8;ILCK_PROP_13_M8;MDS;Cod. 13 Leva MC 6S01 non in trazione;2;0.80;2;2
121;93189;_PneuFlt_;M3_Gradino_Porta4;Avaria unita' pneum. gradino porta 4 M3;2;2.80;2;2
121;ILCK_PROP_13M1;ILCK_PROP_13_M1;MDS;Cod. 13 Leva MC 6S01 non in trazione;2;2.80;2;2
122;93189;_PneuFlt_;M3_Gradino_Porta4;Avaria unita' pneum. gradino porta 4 M3;3;4.80;2;2
122;ILCK_PROP_10;ILCK_PROP_10;VEHICLE;Cod. 10 Nessuna velocita' impostata;3;4.80;2;2
122;ILCK_PROP_13M1;ILCK_PROP_13_M1;MDS;Cod. 13 Leva MC 6S01 non in trazione;3;4.80;2;2
135;18050;_HVACcabNotOK_;HVAC_CAB_M8;Perdita di comunicazione con HVAC cabina M1;2;2.90;2;2
135;ILCK_PROP_10;ILCK_PROP_10;VEHICLE;Cod. 10 Nessuna velocita' impostata;2;2.90;2;2
141;41357;BRKSTS_TL_Inc1;FRENO;Incongruenza BRAKE_STATUS_TL e manettino di frenatura M1;7;2.70;2;2
141;ILCK_PROP_01;ILCK_PROP_01;VEHICLE;Cod. 01 Max fren. di servizio richiesta da segnalamento;7;2.70;2;2
141;ILCK_PROP_03;ILCK_PROP_03;VEHICLE;Cod. 03 Comando di frenatura da manipolatore attivo;7;2.70;2;2
141;ILCK_PROP_04;ILCK_PROP_04;VEHICLE;Cod. 04 Condotta Generale scarica;7;2.70;2;2
141;ILCK_PROP_05;ILCK_PROP_05;VEHICLE;Cod. 05 Taglio trazione da SSB attivo;7;2.70;2;2
141;ILCK_PROP_13M1;ILCK_PROP_13_M1;MDS;Cod. 13 Leva MC 6S01 non in trazione;7;2.70;2;2
141;ILCK_PROP_22M1;ILCK_PROP_22M1;MDS;Cod. 22 Manettino fuori coasting dopo taglio trazione;7;2.70;2;2
148;11050;_HVACcabNotOK_;HVAC_CAB_M1;Perdita di comunicazione con HVAC cabina M1;3;4.40;2;2
148;ILCK_PROP_03;ILCK_PROP_03;VEHICLE;Cod. 03 Comando di frenatura da manipolatore attivo;3;4.40;2;2
148;ILCK_PROP_04;ILCK_PROP_04;VEHICLE;Cod. 04 Condotta Generale scarica;3;4.40;2;2
168;150026;_9S14_;VEHICLE;Pressione CP sotto 8.5 bar in M8 (press. 9S14);3;4.00;2;2
168;ILCK_PROP_03;ILCK_PROP_03;VEHICLE;Cod. 03 Comando di frenatura da manipolatore attivo;3;4.00;2;2
168;ILCK_PROP_13M8;ILCK_PROP_13_M8;MDS;Cod. 13 Leva MC 6S01 non in trazione;3;4.00;2;2
173;95183;_PneuFlt_;T5_Gradino_Porta1;Avaria unita' pneum. gradino porta 1 T5;2;0.60;2;2
173;96183;_PneuFlt_;M6_Gradino_Porta1;Avaria unita' pneum. gradino porta 1 M6;2;0.60;2;2
180;ILCK_PROP_04;ILCK_PROP_04;VEHICLE;Cod. 04 Condotta Generale scarica;2;1.10;2;2
180;ILCK_PROP_20M1;ILCK_PROP_20M1;MDS;Cod. 20 Freno di stazionamento attivo (TT a 2 km/h);2;1.10;2;2
191;150026;_9S14_;VEHICLE;Pressione CP sotto 8.5 bar in M8 (press. 9S14);4;4.30;2;2
191;ILCK_PROP_03;ILCK_PROP_03;VEHICLE;Cod. 03 Comando di frenatura da manipolatore attivo;4;4.30;2;2
191;ILCK_PROP_04;ILCK_PROP_04;VEHICLE;Cod. 04 Condotta Generale scarica;4;4.30;2;2
191;ILCK_PROP_13M1;ILCK_PROP_13_M1;MDS;Cod. 13 Leva MC 6S01 non in trazione;4;4.30;2;2
192;150026;_9S14_;VEHICLE;Pressione CP sotto 8.5 bar in M8 (press. 9S14);5;7.11;2;2
192;ILCK_PROP_03;ILCK_PROP_03;VEHICLE;Cod. 03 Comando di frenatura da manipolatore attivo;5;7.11;2;2
192;ILCK_PROP_04;ILCK_PROP_04;VEHICLE;Cod. 04 Condotta Generale scarica;5;7.11;2;2
192;ILCK_PROP_13M1;ILCK_PROP_13_M1;MDS;Cod. 13 Leva MC 6S01 non in trazione;5;7.11;2;2
192;ILCK_PROP_22M1;ILCK_PROP_22M1;MDS;Cod. 22 Manettino fuori coasting dopo taglio trazione;5;7.11;2;2
193;150026;_9S14_;VEHICLE;Pressione CP sotto 8.5 bar in M8 (press. 9S14);2;2.20;2;2
193;ILCK_PROP_13M1;ILCK_PROP_13_M1;MDS;Cod. 13 Leva MC 6S01 non in trazione;2;2.20;2;2
213;150026;_9S14_;VEHICLE;Pressione CP sotto 8.5 bar in M8 (press. 9S14);2;3.30;2;2
213;ILCK_PROP_05;ILCK_PROP_05;VEHICLE;Cod. 05 Taglio trazione da SSB attivo;2;3.30;2;2
221;18050;_HVACcabNotOK_;HVAC_CAB_M8;Perdita di comunicazione con HVAC cabina M1;3;3.00;2;2
221;ILCK_PROP_03;ILCK_PROP_03;VEHICLE;Cod. 03 Comando di frenatura da manipolatore attivo;3;3.00;2;2
221;ILCK_PROP_04;ILCK_PROP_04;VEHICLE;Cod. 04 Condotta Generale scarica;3;3.00;2;2
234;44275;_Cmpr1OilLvlFlt_;FRENO;Livello olio basso nel compressore 1;2;0.81;2;2
234;45275;_Cmpr1OilLvlFlt_;FRENO;Livello olio basso nel compressore 1;2;0.81;2;2
238;41353;9K48_Emg;FRENO;Frenatura di emergenza attivata da leva di frenatura in M1;2;0.00;2;2
238;ILCK_PROP_18M1;ILCK_PROP_18M1;MDS;Cod. 18 Linea Emergenza Attiva;2;0.00;2;2
263;82093;_SnsDmprY70_;HVAC_T2;Guasto al sensore del damper Y70;3;3.80;2;2
263;85094;_SnsDmprY75_;HVAC_T5;Guasto al sensore del damper Y75;3;3.80;2;2
263;86094;_SnsDmprY75_;HVAC_M6;Guasto al sensore del damper Y75;3;3.80;2;2
274;15051;_HVACpxNotOK_;HVAC_T5;Perdita di comunicazione con HVAC T5;2;2.30;2;2
274;16051;_HVACpxNotOK_;HVAC_M6;Perdita di comunicazione con HVAC M6;2;2.30;2;2
280;14051;_HVACpxNotOK_;HVAC_T4;Perdita di comunicazione con HVAC T4;2;2.90;2;2
280;16051;_HVACpxNotOK_;HVAC_M6;Perdita di comunicazione con HVAC M6;2;2.90;2;2
281;12051;_HVACpxNotOK_;HVAC_T2;Perdita di comunicazione con HVAC T2;2;2.50;2;2
281;14051;_HVACpxNotOK_;HVAC_T4;Perdita di comunicazione con HVAC T4;2;2.50;2;2
296;12051;_HVACpxNotOK_;HVAC_T2;Perdita di comunicazione con HVAC T2;2;2.90;2;2
296;13051;_HVACpxNotOK_;HVAC_M3;Perdita di comunicazione con HVAC M3;2;2.90;2;2
308;150012;_CmdPantoUp_;VEHICLE;Comando alzamento panto da banco;2;0.44;2;2
308;EVT_PantoDC_T7_22;EVT_PantoDC_T7_22;T7_Panto3kV;Cod 22. Guasto centralina EPCU di controllo Pantografo;2;0.44;2;2
316;103036;_IDoorUnblock_;M3_Porta_gangway_2;Guasto microswitch porta Gangway 2;3;2.29;2;2
316;103038;_IDoorDCSFlt_;M3_Porta_gangway_2;Guasto microswitch porta Gangway 2;3;2.29;2;2
316;150026;_9S14_;VEHICLE;Pressione CP sotto 8.5 bar in M8 (press. 9S14);3;2.29;2;2
319;103036;_IDoorUnblock_;M3_Porta_gangway_2;Guasto microswitch porta Gangway 2;4;3.60;2;2
319;103038;_IDoorDCSFlt_;M3_Porta_gangway_2;Guasto microswitch porta Gangway 2;4;3.60;2;2
319;ILCK_PROP_13M8;ILCK_PROP_13_M8;MDS;Cod. 13 Leva MC 6S01 non in trazione;4;3.60;2;2
319;ILCK_PROP_22M8;ILCK_PROP_22M8;MDS;Cod. 22 Manettino fuori coasting dopo taglio trazione;4;3.60;2;2
327;106028;_IDoorUnblock_;M6_Porta_gangway_1;Guasto microswitch porta Gangway 1;5;5.90;2;2
327;106030;_IDoorDCSFlt_;M6_Porta_gangway_1;Guasto microswitch porta Gangway 1;5;5.90;2;2
327;107036;_IDoorUnblock_;T7_Porta_gangway_2;Guasto microswitch porta Gangway 2;5;5.90;2;2
327;107038;_IDoorDCSFlt_;T7_Porta_gangway_2;Guasto microswitch porta Gangway 2;5;5.90;2;2
327;ILCK_PROP_13M1;ILCK_PROP_13_M1;MDS;Cod. 13 Leva MC 6S01 non in trazione;5;5.90;2;2
340;11050;_HVACcabNotOK_;HVAC_CAB_M1;Perdita di comunicazione con HVAC cabina M1;3;1.60;2;2
340;104028;_IDoorUnblock_;T4_Porta_gangway_1;Guasto microswitch porta Gangway 1;3;1.60;2;2
340;104030;_IDoorDCSFlt_;T4_Porta_gangway_1;Guasto microswitch porta Gangway 1;3;1.60;2;2
353;ILCK_PROP_08;ILCK_PROP_08;VEHICLE;Cod. 08 Loop porte aperto;2;0.60;2;2
353;ILCK_PROP_12M1;ILCK_PROP_12M1;MDS;Cod. 12 Rilascio Porte Sinistre Attivo;2;0.60;2;2
356;ILCK_PROP_08;ILCK_PROP_08;VEHICLE;Cod. 08 Loop porte aperto;3;0.70;2;2
356;ILCK_PROP_11M1;ILCK_PROP_11M1;MDS;Cod. 11 Rilascio Porte Destre Attivo;3;0.70;2;2
356;ILCK_PROP_12M1;ILCK_PROP_12M1;MDS;Cod. 12 Rilascio Porte Sinistre Attivo;3;0.70;2;2
363;150026;_9S14_;VEHICLE;Pressione CP sotto 8.5 bar in M8 (press. 9S14);4;0.60;2;2
363;ILCK_PROP_08;ILCK_PROP_08;VEHICLE;Cod. 08 Loop porte aperto;4;0.60;2;2
363;ILCK_PROP_11M1;ILCK_PROP_11M1;MDS;Cod. 11 Rilascio Porte Destre Attivo;4;0.60;2;2
363;ILCK_PROP_12M1;ILCK_PROP_12M1;MDS;Cod. 12 Rilascio Porte Sinistre Attivo;4;0.60;2;2
372;101028;_IDoorUnblock_;M1_Porta_gangway_1;Guasto microswitch porta Gangway;3;4.80;2;2
372;101030;_IDoorDCSFlt_;M1_Porta_gangway_1;Guasto microswitch porta Gangway;3;4.80;2;2
372;ILCK_PROP_03;ILCK_PROP_03;VEHICLE;Cod. 03 Comando di frenatura da manipolatore attivo;3;4.80;2;2
383;151021;_LowSpdTL_;M1_9K42;Linea treno Velocita' zero  attiva in M1-T4;3;2.40;2;2
383;158021;_LowSpdTL_;M8_9K42;Linea treno Velocita' zero  attiva in M8-T5;3;2.40;2;2
383;ILCK_PROP_04;ILCK_PROP_04;VEHICLE;Cod. 04 Condotta Generale scarica;3;2.40;2;2
387;137017;_StToiletSys_;TOIL_T7;Toilette fuori servizio veicolo T7;2;1.70;2;2
387;137024;_FirstValveFlt_;TOIL_T7;Guasto valvola primaria WC toilette T7;2;1.70;2;2
407;18050;_HVACcabNotOK_;HVAC_CAB_M8;Perdita di comunicazione con HVAC cabina M1;5;5.80;2;2
407;151021;_LowSpdTL_;M1_9K42;Linea treno Velocita' zero  attiva in M1-T4;5;5.80;2;2
407;158021;_LowSpdTL_;M8_9K42;Linea treno Velocita' zero  attiva in M8-T5;5;5.80;2;2
407;ILCK_PROP_08;ILCK_PROP_08;VEHICLE;Cod. 08 Loop porte aperto;5;5.80;2;2
407;ILCK_PROP_12M1;ILCK_PROP_12M1;MDS;Cod. 12 Rilascio Porte Sinistre Attivo;5;5.80;2;2
419;18050;_HVACcabNotOK_;HVAC_CAB_M8;Perdita di comunicazione con HVAC cabina M1;3;1.30;2;2
419;108028;_IDoorUnblock_;M8_Porta_gangway_1;Guasto microswitch porta Gangway;3;1.30;2;2
419;108030;_IDoorDCSFlt_;M8_Porta_gangway_1;Guasto microswitch porta Gangway;3;1.30;2;2
436;107028;_IDoorUnblock_;T7_Porta_gangway_1;Guasto microswitch porta Gangway 1;5;5.60;2;2
436;107030;_IDoorDCSFlt_;T7_Porta_gangway_1;Guasto microswitch porta Gangway 1;5;5.60;2;2
436;108028;_IDoorUnblock_;M8_Porta_gangway_1;Guasto microswitch porta Gangway;5;5.60;2;2
436;108030;_IDoorDCSFlt_;M8_Porta_gangway_1;Guasto microswitch porta Gangway;5;5.60;2;2
436;ILCK_PROP_13M8;ILCK_PROP_13_M8;MDS;Cod. 13 Leva MC 6S01 non in trazione;5;5.60;2;2
437;107028;_IDoorUnblock_;T7_Porta_gangway_1;Guasto microswitch porta Gangway 1;5;5.30;2;2
437;107030;_IDoorDCSFlt_;T7_Porta_gangway_1;Guasto microswitch porta Gangway 1;5;5.30;2;2
437;108028;_IDoorUnblock_;M8_Porta_gangway_1;Guasto microswitch porta Gangway;5;5.30;2;2
437;108030;_IDoorDCSFlt_;M8_Porta_gangway_1;Guasto microswitch porta Gangway;5;5.30;2;2
437;ILCK_PROP_03;ILCK_PROP_03;VEHICLE;Cod. 03 Comando di frenatura da manipolatore attivo;5;5.30;2;2
438;18050;_HVACcabNotOK_;HVAC_CAB_M8;Perdita di comunicazione con HVAC cabina M1;5;7.30;2;2
438;107028;_IDoorUnblock_;T7_Porta_gangway_1;Guasto microswitch porta Gangway 1;5;7.30;2;2
438;107030;_IDoorDCSFlt_;T7_Porta_gangway_1;Guasto microswitch porta Gangway 1;5;7.30;2;2
438;108028;_IDoorUnblock_;M8_Porta_gangway_1;Guasto microswitch porta Gangway;5;7.30;2;2
438;108030;_IDoorDCSFlt_;M8_Porta_gangway_1;Guasto microswitch porta Gangway;5;7.30;2;2
442;41042;_Ed1Low_;BCU_M1;Sforzo frenatura dinamica insufficiente in frenatura di servizio;3;0.40;2;2
442;43043;_Ed2Low_;BCU_M3;Sforzo frenatura dinamica insufficiente in frenatura di servizio;3;0.40;2;2
442;46043;_Ed2Low_;BCU_M6;Sforzo frenatura dinamica insufficiente in frenatura di servizio;3;0.40;2;2
458;18201;CCU_FltWtbR2;VEHICLE;Mancata ricezione R2 in CCU M8;12;9.90;2;2
458;18202;CCU_FltWtbComm;VEHICLE;Mancata comunicazione WTB in CCU M8;12;9.90;2;2
458;150007;_Standby_;VEHICLE;Stato STANDBY attivo;12;9.90;2;2
458;150009;_Parking_;VEHICLE;Stato PARKING attivo;12;9.90;2;2
458;150026;_9S14_;VEHICLE;Pressione CP sotto 8.5 bar in M8 (press. 9S14);12;9.90;2;2
458;151014;_DCPantoSts_;VEHICLE;Pantografo DC alto in T2;12;9.90;2;2
458;ILCK_IRIP_T2_68;ILCK_IRIP_T2_68;T2_MCB;Cod 68. Mancata comunic. WTB con semitreno remoto;12;9.90;2;2
458;ILCK_IRIP_T7_68;ILCK_IRIP_T7_68;T7_MCB;Cod 68. Mancata comunic. WTB con semitreno remoto;12;9.90;2;2
458;ILCK_IR_T2_40;ILCK_IR_T2_40;T2_1Q2_IR;Cod 40. Contattore 1Q1 non nello stato DC;12;9.90;2;2
458;ILCK_PROP_15;ILCK_PROP_15;MDS;Cod. 15 Nessun banco abilitato;12;9.90;2;2
458;ILCK_Panto_T2_45;ILCK_Panto_T2_45;T2_PANTO;Cod 45. Mancata comunic. WTB con semitreno remoto;12;9.90;2;2
458;ILCK_Panto_T7_45;ILCK_Panto_T7_45;T7_PANTO;Cod 45. Mancata comunic. WTB con semitreno remoto;12;9.90;2;2
465;151024;_Rear_;VEHICLE;Direzione indietro in M1;3;1.50;2;2
465;158023;_Front_;VEHICLE;Direzione avanti in M8;3;1.50;2;2
465;ILCK_PROP_10;ILCK_PROP_10;VEHICLE;Cod. 10 Nessuna velocita' impostata;3;1.50;2;2
478;102036;_IDoorUnblock_;T2_Porta_gangway_2;Guasto microswitch porta Gangway 2;5;4.10;2;2
478;102038;_IDoorDCSFlt_;T2_Porta_gangway_2;Guasto microswitch porta Gangway 2;5;4.10;2;2
478;103028;_IDoorUnblock_;M3_Porta_gangway_1;Guasto microswitch porta Gangway 1;5;4.10;2;2
478;103030;_IDoorDCSFlt_;M3_Porta_gangway_1;Guasto microswitch porta Gangway 1;5;4.10;2;2
478;ILCK_PROP_13M8;ILCK_PROP_13_M8;MDS;Cod. 13 Leva MC 6S01 non in trazione;5;4.10;2;2
479;11050;_HVACcabNotOK_;HVAC_CAB_M1;Perdita di comunicazione con HVAC cabina M1;5;5.60;2;2
479;102036;_IDoorUnblock_;T2_Porta_gangway_2;Guasto microswitch porta Gangway 2;5;5.60;2;2
479;102038;_IDoorDCSFlt_;T2_Porta_gangway_2;Guasto microswitch porta Gangway 2;5;5.60;2;2
479;103028;_IDoorUnblock_;M3_Porta_gangway_1;Guasto microswitch porta Gangway 1;5;5.60;2;2
479;103030;_IDoorDCSFlt_;M3_Porta_gangway_1;Guasto microswitch porta Gangway 1;5;5.60;2;2
500;41353;9K48_Emg;FRENO;Frenatura di emergenza attivata da leva di frenatura in M1;9;8.90;2;2
500;151021;_LowSpdTL_;M1_9K42;Linea treno Velocita' zero  attiva in M1-T4;9;8.90;2;2
500;158021;_LowSpdTL_;M8_9K42;Linea treno Velocita' zero  attiva in M8-T5;9;8.90;2;2
500;ILCK_PROP_03;ILCK_PROP_03;VEHICLE;Cod. 03 Comando di frenatura da manipolatore attivo;9;8.90;2;2
500;ILCK_PROP_04;ILCK_PROP_04;VEHICLE;Cod. 04 Condotta Generale scarica;9;8.90;2;2
500;ILCK_PROP_08;ILCK_PROP_08;VEHICLE;Cod. 08 Loop porte aperto;9;8.90;2;2
500;ILCK_PROP_11M1;ILCK_PROP_11M1;MDS;Cod. 11 Rilascio Porte Destre Attivo;9;8.90;2;2
500;ILCK_PROP_18M1;ILCK_PROP_18M1;MDS;Cod. 18 Linea Emergenza Attiva;9;8.90;2;2
500;ILCK_PROP_13M1;ILCK_PROP_13_M1;MDS;Cod. 13 Leva MC 6S01 non in trazione;9;8.90;2;1
501;105028;_IDoorUnblock_;T5_Porta_gangway_1;Guasto microswitch porta Gangway 1;6;7.20;2;2
501;105030;_IDoorDCSFlt_;T5_Porta_gangway_1;Guasto microswitch porta Gangway 1;6;7.20;2;2
501;106036;_IDoorUnblock_;M6_Porta_gangway_2;Guasto microswitch porta Gangway 2;6;7.20;2;2
501;106038;_IDoorDCSFlt_;M6_Porta_gangway_2;Guasto microswitch porta Gangway 2;6;7.20;2;2
501;ILCK_PROP_03;ILCK_PROP_03;VEHICLE;Cod. 03 Comando di frenatura da manipolatore attivo;6;7.20;2;2
501;ILCK_PROP_13M8;ILCK_PROP_13_M8;MDS;Cod. 13 Leva MC 6S01 non in trazione;6;7.20;2;2
516;41353;9K48_Emg;FRENO;Frenatura di emergenza attivata da leva di frenatura in M1;6;4.20;2;2
516;151021;_LowSpdTL_;M1_9K42;Linea treno Velocita' zero  attiva in M1-T4;6;4.20;2;2
516;158021;_LowSpdTL_;M8_9K42;Linea treno Velocita' zero  attiva in M8-T5;6;4.20;2;2
516;ILCK_PROP_03;ILCK_PROP_03;VEHICLE;Cod. 03 Comando di frenatura da manipolatore attivo;6;4.20;2;2
516;ILCK_PROP_04;ILCK_PROP_04;VEHICLE;Cod. 04 Condotta Generale scarica;6;4.20;2;2
516;ILCK_PROP_18M1;ILCK_PROP_18M1;MDS;Cod. 18 Linea Emergenza Attiva;6;4.20;2;2
531;81171;_CabDamperY5S2ntop_;HVAC_CAB_M1;Mancata apertura damper Y5_S;4;0.70;2;2
531;82079;_SnsrHighprssrB46_;HVAC_T2;Guasto sensore di pressione B46;4;0.70;2;2
531;82124;_ExhstDmprS82NtOp_;HVAC_T2;Mancata chiusura damper S82;4;0.70;2;2
531;86079;_SnsrHighprssrB46_;HVAC_M6;Guasto sensore di pressione B46;4;0.70;2;1
572;28219;_MCQ1SwitchSts_;TCU_M8;Guasto interruttore di isolamento 25 kV (stato);2;0.00;2;2
572;26219;_MCQ1SwitchSts_;TCU_M6;Guasto interruttore di isolamento 25 kV (stato);2;0.00;2;1
577;41068;_BCUBpLeakFlt_;BCU_M1;Rilevata perdita nella condotta freno;2;0.10;2;2
577;41264;_BpLeakFlt_;FRENO;Rilevata perdita condotta freno e direzione marcia non in posizione neutra;2;0.10;2;1
591;107010;_IDoorUnblock_;T7_Porta_comparto_1;Guasto microswitch porta interna 1;3;0.90;2;2
591;107012;_IDoorDCSFlt_;T7_Porta_comparto_1;Guasto microswitch porta interna 1;3;0.90;2;2
591;18050;_HVACcabNotOK_;HVAC_CAB_M8;Perdita di comunicazione con HVAC cabina M1;3;0.90;2;1
606;41353;9K48_Emg;FRENO;Frenatura di emergenza attivata da leva di frenatura in M1;9;15.41;2;2
606;151021;_LowSpdTL_;M1_9K42;Linea treno Velocita' zero  attiva in M1-T4;9;15.41;2;2
606;158021;_LowSpdTL_;M8_9K42;Linea treno Velocita' zero  attiva in M8-T5;9;15.41;2;2
606;ILCK_PROP_03;ILCK_PROP_03;VEHICLE;Cod. 03 Comando di frenatura da manipolatore attivo;9;15.41;2;2
606;ILCK_PROP_04;ILCK_PROP_04;VEHICLE;Cod. 04 Condotta Generale scarica;9;15.41;2;2
606;ILCK_PROP_08;ILCK_PROP_08;VEHICLE;Cod. 08 Loop porte aperto;9;15.41;2;2
606;ILCK_PROP_12M1;ILCK_PROP_12M1;MDS;Cod. 12 Rilascio Porte Sinistre Attivo;9;15.41;2;2
606;ILCK_PROP_18M1;ILCK_PROP_18M1;MDS;Cod. 18 Linea Emergenza Attiva;9;15.41;2;2
606;18050;_HVACcabNotOK_;HVAC_CAB_M8;Perdita di comunicazione con HVAC cabina M1;9;15.41;2;1
624;150011;_PantoLowSts_;VEHICLE;Nessun pantografo alto;3;2.40;2;2
624;ILCK_IR_T7_42;ILCK_IR_T7_42;T2_1Q2_IR;Cod 42. Pantografo DC non alto;3;2.40;2;2
624;11050;_HVACcabNotOK_;HVAC_CAB_M1;Perdita di comunicazione con HVAC cabina M1;3;2.40;2;1
642;21456;MIC_INV_ALRM_RHEO_BLOC_NO_APIR;CONV_TRAZ_M1;Allarme blocco restato;7;8.40;2;2
642;21476;OP_DCMAINCNT_PREC_DC;CONV_TRAZ_M1;Apertura forz. contatt. Convert. Princip. DC;7;8.40;2;2
642;26456;MIC_INV_ALRM_RHEO_BLOC_NO_APIR;CONV_TRAZ_M6;Allarme blocco restato;7;8.40;2;2
642;26476;OP_DCMAINCNT_PREC_DC;CONV_TRAZ_M6;Apertura forz. contatt. Convert. Princip. DC;7;8.40;2;2
