event_id,train_id,event_timestamp,event_code,event_name,component,event_description,cluster_id
2823,T456,2024-07-09 11:07:00.827218,ILCK_PROP_04,ILCK_PROP_04,VEHICLE,Cod. 04 Condotta Generale scarica,802
2824,T456,2024-07-09 11:07:00.966075,ILCK_PROP_12M1,ILCK_PROP_12M1,MDS,Cod. 12 Rilascio Porte Sinistre Attivo,802
2825,T456,2024-07-09 11:07:01.10245,ILCK_PROP_13M1,ILCK_PROP_13_M1,MDS,Cod. 13 Leva MC 6S01 non in trazione,802
2826,T456,2024-07-09 11:07:01.24161,ILCK_PROP_14,ILCK_PROP_14,MDS,Cod. 14 Nessuna direzione impostata,802
2827,T456,2024-07-09 11:07:01.379939,ILCK_PROP_18M1,ILCK_PROP_18M1,MDS,Cod. 18 Linea Emergenza Attiva,802
2828,T456,2024-07-09 11:07:01.518098,ILCK_PROP_19M1,ILCK_PROP_19M1,MDS,Cod. 19 Maniglia Allarme Passeggeri Attivata,802
2837,T456,2024-07-09 11:07:03.787143,107028,_IDoorUnblock_,T7_Porta_gangway_1,Guasto microswitch porta Gangway 1,880
3011,T456,2024-07-09 11:19:05.597528,11051,_HVACpxNotOK_,HVAC_M1,Perdita di comunicazione con HVAC M1,755
3012,T456,2024-07-09 11:19:06.29802,12051,_HVACpxNotOK_,HVAC_T2,Perdita di comunicazione con HVAC T2,755
3013,T456,2024-07-09 11:19:06.998363,13051,_HVACpxNotOK_,HVAC_M3,Perdita di comunicazione con HVAC M3,755
3015,T456,2024-07-09 11:19:08.398141,15051,_HVACpxNotOK_,HVAC_T5,Perdita di comunicazione con HVAC T5,755
3016,T456,2024-07-09 11:19:09.097659,16051,_HVACpxNotOK_,HVAC_M6,Perdita di comunicazione con HVAC M6,755
3018,T456,2024-07-09 11:19:10.497608,18050,_HVACcabNotOK_,HVAC_CAB_M8,Perdita di comunicazione con HVAC cabina M1,755
3019,T456,2024-07-09 11:19:11.198669,18051,_HVACpxNotOK_,HVAC_M8,Perdita di comunicazione con HVAC M8,755
3200,T456,2024-07-09 11:43:35.42916,ILCK_PROP_03,ILCK_PROP_03,VEHICLE,Cod. 03 Comando di frenatura da manipolatore attivo,685
3203,T456,2024-07-09 11:43:39.779081,ILCK_PROP_18M1,ILCK_PROP_18M1,MDS,Cod. 18 Linea Emergenza Attiva,685
3205,T456,2024-07-09 11:43:42.679056,11050,_HVACcabNotOK_,HVAC_CAB_M1,Perdita di comunicazione con HVAC cabina M1,685
3427,T456,2024-07-09 12:02:14.048829,ILCK_IRIP_T7_60,ILCK_IRIP_T7_60,T7_MCB,"""Cod 60. Apertura per linea treno HW Opening TL"""" a 1 senza alcuna TCU che alimenta la linea""""""",831
3428,T456,2024-07-09 12:02:14.437573,ILCK_IR_T7_01,ILCK_IR_T7_01,T2_1Q2_IR,Cod 01. Mancanza tensione di linea su treno locale,831
3596,T456,2024-07-09 12:10:22.008679,150026,_9S14_,VEHICLE,Pressione CP sotto 8.5 bar in M8 (press. 9S14),363
3818,T456,2024-07-09 12:21:15.065461,150011,_PantoLowSts_,VEHICLE,Nessun pantografo alto,911
3819,T456,2024-07-09 12:21:15.410019,150013,_CmdPantoDw_,VEHICLE,Comando abbassamento panto da banco,911
4022,T456,2024-07-09 12:58:34.790476,23476,OP_DCMAINCNT_PREC_DC,CONV_TRAZ_M3,Apertura forz. contatt. Convert. Princip. DC,918
4023,T456,2024-07-09 12:58:35.05078,26376,NO_LINE_VOLTAGE,CONV_TRAZ_M6,Nessuna tensione di linea,918
4024,T456,2024-07-09 12:58:35.248005,150017,_CmdCloseIR_,VEHICLE,Comando chiusura IR/IP da banco,471
4025,T456,2024-07-09 12:58:35.312142,26476,OP_DCMAINCNT_PREC_DC,CONV_TRAZ_M6,Apertura forz. contatt. Convert. Princip. DC,918
4026,T456,2024-07-09 12:58:35.574003,28376,NO_LINE_VOLTAGE,CONV_TRAZ_M8,Nessuna tensione di linea,918
4027,T456,2024-07-09 12:58:35.64639,157019,_1Q21_,T7_1Q2_IR,IR chiuso in cassa T7,471
4227,T456,2024-07-09 13:03:20.466372,ILCK_PROP_08,ILCK_PROP_08,VEHICLE,Cod. 08 Loop porte aperto,310
4376,T456,2024-07-09 13:10:52.404412,151003,_CabOccupied_,M1_4K14,Banco Abilitato M1,768
4377,T456,2024-07-09 13:10:52.608947,ILCK_IRIP_T7_68,ILCK_IRIP_T7_68,T7_MCB,Cod 68. Mancata comunic. WTB con semitreno remoto,768
4378,T456,2024-07-09 13:10:52.814823,ILCK_PROP_03,ILCK_PROP_03,VEHICLE,Cod. 03 Comando di frenatura da manipolatore attivo,768
4379,T456,2024-07-09 13:10:53.019722,ILCK_PROP_04,ILCK_PROP_04,VEHICLE,Cod. 04 Condotta Generale scarica,768
4380,T456,2024-07-09 13:10:53.225182,ILCK_PROP_11M1,ILCK_PROP_11M1,MDS,Cod. 11 Rilascio Porte Destre Attivo,768
4553,T456,2024-07-09 13:26:37.90626,ILCK_PROP_01,ILCK_PROP_01,VEHICLE,Cod. 01 Max fren. di servizio richiesta da segnalamento,130
1085,T456,2024-07-09 09:02:35.653162,207023,PCU_Flt_incoer2,EPCU_T7,Mancata segnalazione filata avaria PCU T2,909
1289,T456,2024-07-09 09:11:41.61682,102036,_IDoorUnblock_,T2_Porta_gangway_2,Guasto microswitch porta Gangway 2,479
1708,T456,2024-07-09 09:27:22.654233,21456,MIC_INV_ALRM_RHEO_BLOC_NO_APIR,CONV_TRAZ_M1,Allarme blocco restato,642
1853,T456,2024-07-09 09:59:42.068318,104030,_IDoorDCSFlt_,T4_Porta_gangway_1,Guasto microswitch porta Gangway 1,858
2270,T456,2024-07-09 10:07:32.558573,103028,_IDoorUnblock_,M3_Porta_gangway_1,Guasto microswitch porta Gangway 1,478
2271,T456,2024-07-09 10:07:33.379077,103030,_IDoorDCSFlt_,M3_Porta_gangway_1,Guasto microswitch porta Gangway 1,478
2272,T456,2024-07-09 10:07:34.19825,ILCK_PROP_13M8,ILCK_PROP_13_M8,MDS,Cod. 13 Leva MC 6S01 non in trazione,478
2432,T456,2024-07-09 10:18:14.109287,104030,_IDoorDCSFlt_,T4_Porta_gangway_1,Guasto microswitch porta Gangway 1,858
2580,T456,2024-07-09 10:55:14.508517,107036,_IDoorUnblock_,T7_Porta_gangway_2,Guasto microswitch porta Gangway 2,691
2815,T456,2024-07-09 11:06:59.7241,18200,CCU_FltWtbR1,VEHICLE,Mancata ricezione R1 in CCU M8,802
2816,T456,2024-07-09 11:06:59.860687,18202,CCU_FltWtbComm,VEHICLE,Mancata comunicazione WTB in CCU M8,802
2817,T456,2024-07-09 11:06:59.998467,41352,6S01_Emg,FRENO,Frenatura di emergenza attivata da leva di trazione in M1,802
2818,T456,2024-07-09 11:07:00.136203,150007,_Standby_,VEHICLE,Stato STANDBY attivo,802
2819,T456,2024-07-09 11:07:00.274721,151002,_DeskKeyIn_,M1_4K14,Chiave di Banco inserita in M1,802
2820,T456,2024-07-09 11:07:00.412178,151003,_CabOccupied_,M1_4K14,Banco Abilitato M1,802
2821,T456,2024-07-09 11:07:00.550766,ILCK_IRIP_T2_68,ILCK_IRIP_T2_68,T2_MCB,Cod 68. Mancata comunic. WTB con semitreno remoto,802
2838,T456,2024-07-09 11:07:04.66696,107030,_IDoorDCSFlt_,T7_Porta_gangway_1,Guasto microswitch porta Gangway 1,880
2839,T456,2024-07-09 11:07:05.5471,108028,_IDoorUnblock_,M8_Porta_gangway_1,Guasto microswitch porta Gangway,880
3017,T456,2024-07-09 11:19:09.797523,17051,_HVACpxNotOK_,HVAC_T7,Perdita di comunicazione con HVAC T7,755
3201,T456,2024-07-09 11:43:36.878952,ILCK_PROP_04,ILCK_PROP_04,VEHICLE,Cod. 04 Condotta Generale scarica,685
3429,T456,2024-07-09 12:02:14.827357,ILCK_IR_T7_42,ILCK_IR_T7_42,T2_1Q2_IR,Cod 42. Pantografo DC non alto,831
3430,T456,2024-07-09 12:02:15.217188,26219,_MCQ1SwitchSts_,TCU_M6,Guasto interruttore di isolamento 25 kV (stato),831
3431,T456,2024-07-09 12:02:15.606068,150011,_PantoLowSts_,VEHICLE,Nessun pantografo alto,831
3597,T456,2024-07-09 12:10:22.157568,ILCK_PROP_08,ILCK_PROP_08,VEHICLE,Cod. 08 Loop porte aperto,363
3598,T456,2024-07-09 12:10:22.307808,ILCK_PROP_11M1,ILCK_PROP_11M1,MDS,Cod. 11 Rilascio Porte Destre Attivo,363
3599,T456,2024-07-09 12:10:22.456384,ILCK_PROP_12M1,ILCK_PROP_12M1,MDS,Cod. 12 Rilascio Porte Sinistre Attivo,363
3820,T456,2024-07-09 12:21:15.754554,ILCK_Panto_T2_08,ILCK_Panto_T2_08,T2_PANTO,Cod 08. Comando abbassamento da selettore Panto,911
3821,T456,2024-07-09 12:21:16.09942,ILCK_Panto_T2_16,ILCK_Panto_T2_16,T2_PANTO,Cod 16. Filo treno di abbassamento Panto Attivo,911
3822,T456,2024-07-09 12:21:16.445014,ILCK_Panto_T7_07,ILCK_Panto_T7_07,T7_PANTO,Cod 07. Comando abbassamento panto richiesto da remoto,911
4034,T456,2024-07-09 12:58:36.620296,150026,_9S14_,VEHICLE,Pressione CP sotto 8.5 bar in M8 (press. 9S14),192
4229,T456,2024-07-09 13:03:34.5674,58004,ScmtInserito,SCMT_M8,Piastra ERTMS inserita in M8,56
4381,T456,2024-07-09 13:10:53.430411,ILCK_PROP_12M1,ILCK_PROP_12M1,MDS,Cod. 12 Rilascio Porte Sinistre Attivo,768
4382,T456,2024-07-09 13:10:53.635029,ILCK_PROP_13M1,ILCK_PROP_13_M1,MDS,Cod. 13 Leva MC 6S01 non in trazione,768
4383,T456,2024-07-09 13:10:53.839995,ILCK_PROP_14,ILCK_PROP_14,MDS,Cod. 14 Nessuna direzione impostata,768
4384,T456,2024-07-09 13:10:54.046153,ILCK_PROP_18M1,ILCK_PROP_18M1,MDS,Cod. 18 Linea Emergenza Attiva,768
4385,T456,2024-07-09 13:10:54.251176,ILCK_PROP_20M1,ILCK_PROP_20M1,MDS,Cod. 20 Freno di stazionamento attivo (TT a 2 km/h),768
4390,T456,2024-07-09 13:10:55.276821,ILCK_PROP_15,ILCK_PROP_15,MDS,Cod. 15 Nessun banco abilitato,768
4554,T456,2024-07-09 13:26:38.558691,ILCK_PROP_03,ILCK_PROP_03,VEHICLE,Cod. 03 Comando di frenatura da manipolatore attivo,130
4555,T456,2024-07-09 13:26:39.211304,ILCK_PROP_04,ILCK_PROP_04,VEHICLE,Cod. 04 Condotta Generale scarica,130
4556,T456,2024-07-09 13:26:39.86627,ILCK_PROP_05,ILCK_PROP_05,VEHICLE,Cod. 05 Taglio trazione da SSB attivo,130
1086,T456,2024-07-09 09:02:37.16306,207024,CCU_PCU_MVBKo,EPCU_T7,CCU: Mancata comunicazione MVB con la PCU T7,909
1092,T456,2024-07-09 09:02:46.218703,ILCK_Panto_T7_16,ILCK_Panto_T7_16,T7_PANTO,Cod 16. Filo treno di abbassamento Panto Attivo,909
1290,T456,2024-07-09 09:11:42.736705,102038,_IDoorDCSFlt_,T2_Porta_gangway_2,Guasto microswitch porta Gangway 2,479
1709,T456,2024-07-09 09:27:23.083703,158015,_ACPantoSts_,VEHICLE,Pantografo AC alto in T7,892
1710,T456,2024-07-09 09:27:23.855302,21476,OP_DCMAINCNT_PREC_DC,CONV_TRAZ_M1,Apertura forz. contatt. Convert. Princip. DC,642
1854,T456,2024-07-09 09:59:49.961357,48353,9K48_Emg,FRENO,Frenatura di emergenza attivata da leva di frenatura in M8,161
1855,T456,2024-07-09 09:59:50.025567,ILCK_PROP_18M8,ILCK_PROP_18M8,MDS,Cod. 18 Linea Emergenza Attiva,161
2273,T456,2024-07-09 10:07:50.035264,106028,_IDoorUnblock_,M6_Porta_gangway_1,Guasto microswitch porta Gangway 1,324
2431,T456,2024-07-09 10:18:14.109174,104028,_IDoorUnblock_,T4_Porta_gangway_1,Guasto microswitch porta Gangway 1,858
2581,T456,2024-07-09 10:55:15.982984,107038,_IDoorDCSFlt_,T7_Porta_gangway_2,Guasto microswitch porta Gangway 2,691
2829,T456,2024-07-09 11:07:01.656282,ILCK_PROP_20M1,ILCK_PROP_20M1,MDS,Cod. 20 Freno di stazionamento attivo (TT a 2 km/h),802
2830,T456,2024-07-09 11:07:01.793702,ILCK_Panto_T2_45,ILCK_Panto_T2_45,T2_PANTO,Cod 45. Mancata comunic. WTB con semitreno remoto,802
2831,T456,2024-07-09 11:07:01.931159,ILCK_Panto_T7_45,ILCK_Panto_T7_45,T7_PANTO,Cod 45. Mancata comunic. WTB con semitreno remoto,802
2832,T456,2024-07-09 11:07:02.069338,82093,_SnsDmprY70_,HVAC_T2,Guasto al sensore del damper Y70,802
2833,T456,2024-07-09 11:07:02.207124,88093,_SnsDmprY70_,HVAC_M8,Guasto al sensore del damper Y70,802
2834,T456,2024-07-09 11:07:02.346079,150006,_Running_,VEHICLE,Stato RUNNING attivo,802
2835,T456,2024-07-09 11:07:02.483343,ILCK_PROP_11M1,ILCK_PROP_11M1,MDS,Cod. 11 Rilascio Porte Destre Attivo,802
3020,T456,2024-07-09 11:19:11.897859,23062,DIO_DI_FL1,CONV_TRAZ_M3,H2O: FL1 - flusso circ. trattamento basso,755
3202,T456,2024-07-09 11:43:38.329453,ILCK_PROP_14,ILCK_PROP_14,MDS,Cod. 14 Nessuna direzione impostata,685
3204,T456,2024-07-09 11:43:41.228577,ILCK_PROP_20M1,ILCK_PROP_20M1,MDS,Cod. 20 Freno di stazionamento attivo (TT a 2 km/h),685
3432,T456,2024-07-09 12:02:15.995978,ILCK_IRIP_T2_60,ILCK_IRIP_T2_60,T2_MCB,"""Cod 60. Apertura per linea treno HW Opening TL"""" a 1 senza alcuna TCU che alimenta la linea""""""",831
3601,T456,2024-07-09 12:10:44.416925,151014,_DCPantoSts_,VEHICLE,Pantografo DC alto in T2,789
3823,T456,2024-07-09 12:21:16.788582,ILCK_Panto_T7_16,ILCK_Panto_T7_16,T7_PANTO,Cod 16. Filo treno di abbassamento Panto Attivo,911
4035,T456,2024-07-09 12:58:36.877501,150011,_PantoLowSts_,VEHICLE,Nessun pantografo alto,918
4036,T456,2024-07-09 12:58:37.138559,150016,_IRIP_OpenSts_,VEHICLE,Nessun IR o IP chiuso,918
4037,T456,2024-07-09 12:58:37.399491,151022,_HvOnBoardUnit_,T2_1Q4_IP,Alta tensione non presente in M1-T4,918
4038,T456,2024-07-09 12:58:37.660507,ILCK_IP_T2_51,ILCK_IP_T2_51,T2_1Q4_IP,Cod 51. 1Q7 non nello stato di aperto,918
4230,T456,2024-07-09 13:03:35.837214,ILCK_PROP_04,ILCK_PROP_04,VEHICLE,Cod. 04 Condotta Generale scarica,56
4386,T456,2024-07-09 13:10:54.456527,ILCK_Panto_T7_45,ILCK_Panto_T7_45,T7_PANTO,Cod 45. Mancata comunic. WTB con semitreno remoto,768
4387,T456,2024-07-09 13:10:54.660588,18201,CCU_FltWtbR2,VEHICLE,Mancata ricezione R2 in CCU M8,768
4388,T456,2024-07-09 13:10:54.867146,41069,_EpEscFlt_,BCU_M1,Assistenza EP fuori servizio,768
4389,T456,2024-07-09 13:10:55.071992,ILCK_PROP_08,ILCK_PROP_08,VEHICLE,Cod. 08 Loop porte aperto,768
4557,T456,2024-07-09 13:26:40.5191,ILCK_PROP_13M1,ILCK_PROP_13_M1,MDS,Cod. 13 Leva MC 6S01 non in trazione,130
1088,T456,2024-07-09 09:02:40.180743,ILCK_IR_T7_52,ILCK_IR_T7_52,T2_1Q2_IR,Cod 52. Comando apertura DC per guasto Pantografo,909
1089,T456,2024-07-09 09:02:41.69108,ILCK_PantoDC_T7_22,ILCK_PantoDC_T7_22,T7_Panto3kV,Cod 22. Guasto centralina EPCU di controllo Pantografo,909
1291,T456,2024-07-09 09:11:43.856479,103028,_IDoorUnblock_,M3_Porta_gangway_1,Guasto microswitch porta Gangway 1,479
1711,T456,2024-07-09 09:27:24.466332,ILCK_IP_T7_50,ILCK_IP_T7_50,T7_1Q4_IP,Cod 50. Assenza tensione 25KV,892
1856,T456,2024-07-09 10:00:06.756662,151021,_LowSpdTL_,M1_9K42,Linea treno Velocita' zero  attiva in M1-T4,864
2274,T456,2024-07-09 10:07:51.075552,106030,_IDoorDCSFlt_,M6_Porta_gangway_1,Guasto microswitch porta Gangway 1,324
2433,T456,2024-07-09 10:18:37.989489,12051,_HVACpxNotOK_,HVAC_T2,Perdita di comunicazione con HVAC T2,283
2582,T456,2024-07-09 10:55:17.457904,ILCK_PROP_04,ILCK_PROP_04,VEHICLE,Cod. 04 Condotta Generale scarica,691
2840,T456,2024-07-09 11:07:06.427216,108030,_IDoorDCSFlt_,M8_Porta_gangway_1,Guasto microswitch porta Gangway,880
3021,T456,2024-07-09 11:19:12.598214,23206,_H2OWarn_,TCU_M3,Guasto centralina idraulica TACU M3,755
3206,T456,2024-07-09 11:43:44.129823,ILCK_PROP_02,ILCK_PROP_02,VEHICLE,Cod. 02 Taglio trazione comandato da RCEC,685
3433,T456,2024-07-09 12:02:30.668882,150005,_LineVoltType_,VEHICLE,Selezionata tensione 25 kV,811
3602,T456,2024-07-09 12:10:45.16651,EVT_IP_T2_47,EVT_IP_T2_47,T2_1Q4_IP,Cod 47. Line Voltage Type non 25KV,789
3603,T456,2024-07-09 12:10:45.918866,EVT_IP_T7_47,EVT_IP_T7_47,T7_1Q4_IP,Cod 47. Line Voltage Type non 25KV,789
3824,T456,2024-07-09 12:21:49.612783,11050,_HVACcabNotOK_,HVAC_CAB_M1,Perdita di comunicazione con HVAC cabina M1,876
4039,T456,2024-07-09 12:58:37.921065,ILCK_IP_T2_55,ILCK_IP_T2_55,T2_1Q4_IP,Cod 55. Sezionatore 1Q7  non aperto in AC,918
4040,T456,2024-07-09 12:58:37.960319,150006,_Running_,VEHICLE,Stato RUNNING attivo,892
4041,T456,2024-07-09 12:58:38.040598,ILCK_PROP_03,ILCK_PROP_03,VEHICLE,Cod. 03 Comando di frenatura da manipolatore attivo,192
4042,T456,2024-07-09 12:58:38.182451,ILCK_IP_T7_51,ILCK_IP_T7_51,T7_1Q4_IP,Cod 51. 1Q7 non nello stato di aperto,918
4043,T456,2024-07-09 12:58:38.442763,ILCK_IP_T7_55,ILCK_IP_T7_55,T7_1Q4_IP,Cod 55. Sezionatore 1Q7  non aperto in AC,918
4231,T456,2024-07-09 13:03:49.413102,ILCK_PROP_18M1,ILCK_PROP_18M1,MDS,Cod. 18 Linea Emergenza Attiva,238
4391,T456,2024-07-09 13:11:25.321317,95183,_PneuFlt_,T5_Gradino_Porta1,Avaria unita' pneum. gradino porta 1 T5,173
4392,T456,2024-07-09 13:11:25.620021,96183,_PneuFlt_,M6_Gradino_Porta1,Avaria unita' pneum. gradino porta 1 M6,173
4558,T456,2024-07-09 13:26:41.171695,ILCK_PROP_22M1,ILCK_PROP_22M1,MDS,Cod. 22 Manettino fuori coasting dopo taglio trazione,130
1090,T456,2024-07-09 09:02:43.200365,ILCK_Panto_T2_08,ILCK_Panto_T2_08,T2_PANTO,Cod 08. Comando abbassamento da selettore Panto,909
1093,T456,2024-07-09 09:02:47.727949,150012,_CmdPantoUp_,VEHICLE,Comando alzamento panto da banco,909
1292,T456,2024-07-09 09:11:44.976836,103030,_IDoorDCSFlt_,M3_Porta_gangway_1,Guasto microswitch porta Gangway 1,479
1712,T456,2024-07-09 09:27:25.053464,26456,MIC_INV_ALRM_RHEO_BLOC_NO_APIR,CONV_TRAZ_M6,Allarme blocco restato,642
1857,T456,2024-07-09 10:00:07.975438,158021,_LowSpdTL_,M8_9K42,Linea treno Velocita' zero  attiva in M8-T5,864
1860,T456,2024-07-09 10:00:10.415385,ILCK_PROP_08,ILCK_PROP_08,VEHICLE,Cod. 08 Loop porte aperto,864
1861,T456,2024-07-09 10:00:10.515665,18202,CCU_FltWtbComm,VEHICLE,Mancata comunicazione WTB in CCU M8,457
1864,T456,2024-07-09 10:00:12.071139,150009,_Parking_,VEHICLE,Stato PARKING attivo,457
2275,T456,2024-07-09 10:07:52.116384,107036,_IDoorUnblock_,T7_Porta_gangway_2,Guasto microswitch porta Gangway 2,324
2434,T456,2024-07-09 10:18:39.464273,17051,_HVACpxNotOK_,HVAC_T7,Perdita di comunicazione con HVAC T7,283
2583,T456,2024-07-09 10:55:18.932953,ILCK_PROP_13M1,ILCK_PROP_13_M1,MDS,Cod. 13 Leva MC 6S01 non in trazione,691
2842,T456,2024-07-09 11:07:36.140412,104038,_IDoorDCSFlt_,T4_Porta_gangway_2,Guasto microswitch porta Gangway 2,868
3022,T456,2024-07-09 11:19:46.949588,95183,_PneuFlt_,T5_Gradino_Porta1,Avaria unita' pneum. gradino porta 1 T5,173
3023,T456,2024-07-09 11:19:47.248705,96183,_PneuFlt_,M6_Gradino_Porta1,Avaria unita' pneum. gradino porta 1 M6,173
3207,T456,2024-07-09 11:44:10.567857,14051,_HVACpxNotOK_,HVAC_T4,Perdita di comunicazione con HVAC T4,280
3434,T456,2024-07-09 12:02:30.95564,150006,_Running_,VEHICLE,Stato RUNNING attivo,811
3435,T456,2024-07-09 12:02:31.243733,ILCK_IP_T2_48,ILCK_IP_T2_48,T2_1Q4_IP,Cod 48. Pantografo AC non alto,811
3436,T456,2024-07-09 12:02:31.532486,ILCK_IP_T2_51,ILCK_IP_T2_51,T2_1Q4_IP,Cod 51. 1Q7 non nello stato di aperto,811
3441,T456,2024-07-09 12:02:32.97402,ILCK_IR_T2_41,ILCK_IR_T2_41,T2_1Q2_IR,Cod 41. Line Voltage Type non 3KV,811
3442,T456,2024-07-09 12:02:33.263645,ILCK_IR_T7_41,ILCK_IR_T7_41,T2_1Q2_IR,Cod 41. Line Voltage Type non 3KV,811
3443,T456,2024-07-09 12:02:33.551227,12215,CCU_1Q7_11,T2_1Q7,Incongruenza contatti 1Q7 in T2 (11),811
3604,T456,2024-07-09 12:10:46.670318,EVT_IR_T2_01,EVT_IR_T2_01,T2_1Q2_IR,Cod 01. Mancanza tensione di linea su treno locale,789
3606,T456,2024-07-09 12:10:48.171857,EVT_IR_T7_01,EVT_IR_T7_01,T2_1Q2_IR,Cod 01. Mancanza tensione di linea su treno locale,789
3607,T456,2024-07-09 12:10:48.922716,ILCK_IR_T2_01,ILCK_IR_T2_01,T2_1Q2_IR,Cod 01. Mancanza tensione di linea su treno locale,789
3825,T456,2024-07-09 12:21:50.677361,108028,_IDoorUnblock_,M8_Porta_gangway_1,Guasto microswitch porta Gangway,876
4044,T456,2024-07-09 12:58:38.702984,ILCK_IRIP_T2_56,ILCK_IRIP_T2_56,T2_MCB,Cod 56. Apertura da TCU1  locale (M1),918
4045,T456,2024-07-09 12:58:38.964501,ILCK_IRIP_T2_57,ILCK_IRIP_T2_57,T2_MCB,Cod 57. Apertura da TCU2  locale (M3),918
4046,T456,2024-07-09 12:58:39.225118,ILCK_IRIP_T7_09,ILCK_IRIP_T7_09,T2_1Q2_IR,Cod 09. Apertura Interruttore principale da ETCS,918
4047,T456,2024-07-09 12:58:39.342438,158015,_ACPantoSts_,VEHICLE,Pantografo AC alto in T7,892
4048,T456,2024-07-09 12:58:39.463292,ILCK_PROP_04,ILCK_PROP_04,VEHICLE,Cod. 04 Condotta Generale scarica,192
4049,T456,2024-07-09 12:58:39.486997,ILCK_IRIP_T7_39,ILCK_IRIP_T7_39,T7_MCB,Cod 39. Master Controller non in IDLE,918
4232,T456,2024-07-09 13:03:49.413038,41353,9K48_Emg,FRENO,Frenatura di emergenza attivata da leva di frenatura in M1,238
4393,T456,2024-07-09 13:11:33.257784,150026,_9S14_,VEHICLE,Pressione CP sotto 8.5 bar in M8 (press. 9S14),168
4559,T456,2024-07-09 13:26:54.269625,18201,CCU_FltWtbR2,VEHICLE,Mancata ricezione R2 in CCU M8,916
1094,T456,2024-07-09 09:02:49.237109,EVT_PantoDC_T7_22,EVT_PantoDC_T7_22,T7_Panto3kV,Cod 22. Guasto centralina EPCU di controllo Pantografo,909
1095,T456,2024-07-09 09:02:49.290396,48357,BRKSTS_TL_Inc1,FRENO,Incongruenza BRAKE_STATUS_TL e manettino di frenatura M8,119
1097,T456,2024-07-09 09:02:50.935076,ILCK_PROP_04,ILCK_PROP_04,VEHICLE,Cod. 04 Condotta Generale scarica,119
1293,T456,2024-07-09 09:11:45.44022,41353,9K48_Emg,FRENO,Frenatura di emergenza attivata da leva di frenatura in M1,112
1294,T456,2024-07-09 09:11:45.58925,ILCK_PROP_03,ILCK_PROP_03,VEHICLE,Cod. 03 Comando di frenatura da manipolatore attivo,112
1295,T456,2024-07-09 09:11:45.740111,ILCK_PROP_18M1,ILCK_PROP_18M1,MDS,Cod. 18 Linea Emergenza Attiva,112
1713,T456,2024-07-09 09:27:26.252291,26476,OP_DCMAINCNT_PREC_DC,CONV_TRAZ_M6,Apertura forz. contatt. Convert. Princip. DC,642
1858,T456,2024-07-09 10:00:09.195512,ILCK_PROP_04,ILCK_PROP_04,VEHICLE,Cod. 04 Condotta Generale scarica,864
1859,T456,2024-07-09 10:00:09.73971,18201,CCU_FltWtbR2,VEHICLE,Mancata ricezione R2 in CCU M8,457
2276,T456,2024-07-09 10:07:52.868437,104044,_IDoorUnblock_,T4_Porta_bar,Guasto microswitch porta bar,689
2435,T456,2024-07-09 10:19:11.345681,10085,PntLow3,AT,Abbassamento pantogr. comandato da ERTMS,809
2436,T456,2024-07-09 10:19:11.64475,21476,OP_DCMAINCNT_PREC_DC,CONV_TRAZ_M1,Apertura forz. contatt. Convert. Princip. DC,809
2584,T456,2024-07-09 10:55:20.407835,ILCK_PROP_17M1,ILCK_PROP_17M1,MDS,Cod. 17 Filo treno Taglio Trazione non alimentato,691
2841,T456,2024-07-09 11:07:36.140285,104036,_IDoorUnblock_,T4_Porta_gangway_2,Guasto microswitch porta Gangway 2,868
3024,T456,2024-07-09 11:20:19.511015,18200,CCU_FltWtbR1,VEHICLE,Mancata ricezione R1 in CCU M8,907
3025,T456,2024-07-09 11:20:19.690841,18202,CCU_FltWtbComm,VEHICLE,Mancata comunicazione WTB in CCU M8,907
3026,T456,2024-07-09 11:20:19.870442,150006,_Running_,VEHICLE,Stato RUNNING attivo,907
3027,T456,2024-07-09 11:20:20.050767,150007,_Standby_,VEHICLE,Stato STANDBY attivo,907
3028,T456,2024-07-09 11:20:20.231085,151002,_DeskKeyIn_,M1_4K14,Chiave di Banco inserita in M1,907
3208,T456,2024-07-09 11:44:12.017009,16051,_HVACpxNotOK_,HVAC_M6,Perdita di comunicazione con HVAC M6,280
3437,T456,2024-07-09 12:02:31.820223,ILCK_IP_T2_55,ILCK_IP_T2_55,T2_1Q4_IP,Cod 55. Sezionatore 1Q7  non aperto in AC,811
3438,T456,2024-07-09 12:02:32.109455,ILCK_IP_T7_48,ILCK_IP_T7_48,T7_1Q4_IP,Cod 48. Pantografo AC non alto,811
3439,T456,2024-07-09 12:02:32.397931,ILCK_IP_T7_51,ILCK_IP_T7_51,T7_1Q4_IP,Cod 51. 1Q7 non nello stato di aperto,811
3440,T456,2024-07-09 12:02:32.686211,ILCK_IP_T7_55,ILCK_IP_T7_55,T7_1Q4_IP,Cod 55. Sezionatore 1Q7  non aperto in AC,811
3605,T456,2024-07-09 12:10:47.421347,EVT_IR_T2_40,EVT_IR_T2_40,T2_1Q2_IR,Cod 40. Contattore 1Q1 non nello stato DC,789
3826,T456,2024-07-09 12:21:51.74517,108030,_IDoorDCSFlt_,M8_Porta_gangway_1,Guasto microswitch porta Gangway,876
4050,T456,2024-07-09 12:58:39.74724,ILCK_IRIP_T7_56,ILCK_IRIP_T7_56,T7_MCB,Cod 56. Apertura da TCU1  locale (M8),918
